'Asp Ratio','Form Factor','Narrow Factor',Rect,PRD,PRLW,MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
0.024044,0.408588,0.113401,0.325155,0.122031,0.090531,0.54918,0.914634,0.598131,0.655148,0.103708,0.499229,0.163352,0.619527,0.24983,0.421475,0.016936,0.433252,0.59828,0.176179,'goldenrain tree'
0.020444,0.600419,0.105433,0.286931,0.103566,0.047602,0.606557,0.804878,0.607477,0.611491,0.275542,0.535496,0.157764,0.490478,0.210284,0.479453,0.032174,0.411695,0.592974,0.2134,'goldenrain tree'
0.026137,0.429973,0.082405,0.303682,0.131749,0.083108,0.647541,0.817073,0.654206,0.579089,0.291355,0.496285,0.154083,0.458393,0.212354,0.527794,0.030555,0.382046,0.634564,0.191067,'goldenrain tree'
0.023802,0.497562,0.104591,0.310335,0.107136,0.063774,0.516393,0.865854,0.560748,0.612162,0.179722,0.491048,0.228638,0.556832,0.284577,0.349546,0.030438,0.525634,0.513995,0.210918,'goldenrain tree'
0.02601,0.509146,0.057373,0.279337,0.133976,0.063083,0.54918,0.902439,0.588785,0.648854,0.141459,0.504185,0.168808,0.572703,0.251318,0.419193,0.036491,0.475804,0.541542,0.183623,'goldenrain tree'
0.029111,0.377177,0.145384,0.374144,0.084541,0.081357,0.590164,0.926829,0.64486,0.664741,0.114573,0.485543,0.12343,0.595086,0.226873,0.491968,0.03263,0.40862,0.59996,0.156328,'goldenrain tree'
0.042414,0.54957,0.04496,0.251807,0.085303,0.028606,0.737705,0.817073,0.747664,0.569933,0.360441,0.466734,0.089078,0.371839,0.165479,0.683863,0.04245,0.26463,0.743811,0.156328,'chinese cinnamon'
0.033472,0.678851,0.067837,0.296302,0.06399,0.00664,0.713115,0.817073,0.738318,0.570891,0.337696,0.453622,0.107261,0.400249,0.186724,0.643147,0.018695,0.288481,0.747853,0.16129,'chinese cinnamon'
0.037093,0.518215,0.048755,0.279859,0.098413,0.039583,0.655738,0.768293,0.682243,0.610943,0.373031,0.493025,0.118499,0.398055,0.19356,0.564882,0.049548,0.358412,0.641913,0.203474,'chinese cinnamon'
0.023499,0.714804,0.103763,0.223914,0.082645,0.031794,0.754098,0.829268,0.766355,0.518094,0.343992,0.419851,0.12133,0.38502,0.196076,0.687566,0.032986,0.247334,0.760096,0.143921,'chinese cinnamon'
0.031188,0.693147,0.069647,0.250288,0.074779,0.01684,0.704918,0.804878,0.728972,0.597487,0.353638,0.47324,0.091943,0.392467,0.176568,0.641524,0.037339,0.290046,0.715419,0.171216,'chinese cinnamon'
0.030228,0.675126,0.065362,0.260083,0.0816,0.019866,0.639344,0.768293,0.663551,0.629888,0.362199,0.495679,0.11563,0.413687,0.203959,0.541914,0.038573,0.366262,0.633662,0.210918,'chinese cinnamon'
0.032381,0.584256,0.051264,0.257702,0.101108,0.036145,0.598361,0.719512,0.626168,0.677873,0.420631,0.561168,0.103918,0.374644,0.169649,0.516839,0.053715,0.411531,0.593902,0.248139,'chinese cinnamon'
0.035682,0.484233,0.04453,0.269438,0.11603,0.054136,0.672131,0.841463,0.719626,0.60421,0.259379,0.435834,0.11067,0.482872,0.218532,0.594783,0.025335,0.316631,0.693674,0.158809,'chinese cinnamon'
0.030774,0.798419,0.134601,0.191044,0.038533,0.012098,0.786885,0.829268,0.785047,0.479423,0.370311,0.416643,0.129301,0.349273,0.184567,0.714671,0.021748,0.23257,0.785871,0.138958,'chinese cinnamon'
0.034062,0.665985,0.101688,0.307411,0.044798,0.006025,0.663934,0.743902,0.663551,0.588337,0.425773,0.515624,0.132063,0.354064,0.185358,0.561325,0.030769,0.350334,0.660676,0.220844,'chinese cinnamon'
0.044088,0.592777,0.108504,0.251857,0.038553,0.015972,0.713115,0.707317,0.691589,0.527908,0.522246,0.518788,0.146008,0.257693,0.160863,0.613807,0.053095,0.323028,0.69792,0.223325,'chinese cinnamon'
0.040324,0.59838,0.072374,0.257511,0.063165,0.019489,0.672131,0.731707,0.663551,0.577824,0.430229,0.531822,0.134038,0.352497,0.169664,0.563276,0.084375,0.381322,0.630508,0.223325,'chinese cinnamon'
0.047072,0.455542,0.041577,0.260626,0.096228,0.044797,0.762295,0.792683,0.757009,0.500185,0.410187,0.458338,0.13142,0.328357,0.169002,0.68852,0.030819,0.252792,0.772596,0.16129,'chinese cinnamon'
0.038787,0.53245,0.069314,0.259161,0.080729,0.037404,0.655738,0.670732,0.64486,0.570891,0.518689,0.526097,0.154943,0.295432,0.191531,0.528823,0.069317,0.386333,0.613036,0.260546,'chinese cinnamon'
0.04469,0.428079,0.056262,0.277895,0.09554,0.053789,0.655738,0.743902,0.663551,0.61015,0.41661,0.530015,0.117947,0.360245,0.169988,0.563096,0.070172,0.384132,0.626886,0.218362,'chinese cinnamon'
0.044737,0.46872,0.052491,0.245588,0.09361,0.048172,0.639344,0.695122,0.635514,0.593391,0.459802,0.53175,0.146635,0.34811,0.190461,0.51978,0.05365,0.402427,0.606128,0.25062,'chinese cinnamon'
0.038926,0.462708,0.051406,0.260072,0.108433,0.056953,0.614754,0.707317,0.616822,0.595317,0.424877,0.527623,0.163524,0.383989,0.208396,0.483333,0.057608,0.428958,0.568912,0.253102,'chinese cinnamon'
0.034133,0.477506,0.066507,0.233713,0.113714,0.067854,0.52459,0.609756,0.523364,0.616717,0.459442,0.545708,0.216382,0.420409,0.261992,0.356338,0.058095,0.526801,0.45795,0.332506,'chinese cinnamon'
0.034131,0.551041,0.069977,0.249399,0.091236,0.043057,0.598361,0.695122,0.598131,0.626478,0.439028,0.55551,0.149669,0.376494,0.196937,0.479361,0.063281,0.429085,0.558488,0.26799,'chinese cinnamon'
0.035158,0.626593,0.035269,0.238006,0.09944,0.026115,0.696721,0.743902,0.682243,0.564223,0.440894,0.522889,0.12835,0.334003,0.165235,0.605464,0.031094,0.297547,0.719064,0.208437,'chinese cinnamon'
0.029179,0.453515,0.06451,0.249364,0.13673,0.081874,0.565574,0.682927,0.570093,0.618956,0.419726,0.551998,0.181247,0.411043,0.220689,0.425738,0.049326,0.45588,0.55015,0.28536,'chinese cinnamon'
0.03853,0.535844,0.067179,0.238719,0.085716,0.041607,0.581967,0.658537,0.579439,0.631498,0.466473,0.574356,0.157119,0.369972,0.192575,0.459422,0.063092,0.447944,0.553256,0.290323,'chinese cinnamon'
0.03287,0.590759,0.03848,0.251293,0.108825,0.035167,0.581967,0.597561,0.570093,0.625039,0.55876,0.585379,0.163141,0.302297,0.18936,0.45445,0.078963,0.457793,0.535034,0.322581,'chinese cinnamon'
0.028935,0.550817,0.082818,0.256085,0.098762,0.051231,0.540984,0.621951,0.53271,0.646512,0.494527,0.584026,0.172934,0.358674,0.213991,0.400236,0.087537,0.529433,0.476038,0.327543,'chinese cinnamon'
0.029992,0.504419,0.087895,0.241949,0.104875,0.065646,0.52459,0.646341,0.53271,0.696293,0.470249,0.611404,0.142852,0.373416,0.189326,0.415139,0.07459,0.504648,0.501259,0.320099,'chinese cinnamon'
0.035511,0.634085,0.047545,0.250787,0.085922,0.021174,0.565574,0.646341,0.570093,0.64434,0.473648,0.559356,0.158647,0.371901,0.213514,0.439277,0.065522,0.460114,0.538121,0.300248,'chinese cinnamon'
0.039477,0.599779,0.048284,0.238447,0.08313,0.024636,0.614754,0.658537,0.598131,0.621551,0.501803,0.584567,0.140505,0.325573,0.168856,0.505878,0.048931,0.402891,0.604361,0.277916,'chinese cinnamon'
0.039939,0.499543,0.110597,0.268714,0.05971,0.042171,0.631148,0.634146,0.607477,0.585517,0.541292,0.563114,0.159349,0.294248,0.181658,0.507695,0.079575,0.414132,0.585534,0.28536,'chinese cinnamon'
0.033233,0.497778,0.119544,0.271883,0.072009,0.054152,0.491803,0.646341,0.514019,0.650081,0.410187,0.553615,0.212653,0.453683,0.262525,0.339787,0.064161,0.532833,0.436256,0.327543,'chinese cinnamon'
0.033434,0.608433,0.120993,0.25807,0.052788,0.028661,0.516393,0.695122,0.560748,0.653288,0.371601,0.522086,0.189384,0.461003,0.256069,0.377736,0.048582,0.495656,0.499744,0.287841,'chinese cinnamon'
0.045225,0.633022,0.071657,0.196869,0.057492,0.017699,0.836066,0.878049,0.841121,0.397608,0.297393,0.315181,0.161937,0.401691,0.239708,0.770178,0.022456,0.16896,0.855041,0.099256,'anhui barberry'
0.036624,0.713669,0.021171,0.202476,0.097397,0.014434,0.704918,0.621951,0.691589,0.51598,0.641855,0.482467,0.163673,0.167645,0.197866,0.56928,0.011273,0.342166,0.728297,0.260546,'anhui barberry'
0.033068,0.724845,0.019746,0.255268,0.097108,0.007014,0.688525,0.646341,0.682243,0.497603,0.572101,0.460804,0.187536,0.237739,0.223796,0.466865,0.008002,0.397689,0.707785,0.255583,'anhui barberry'
0.037142,0.713946,0.095636,0.233697,0.044725,0.006846,0.680328,0.756098,0.691589,0.629888,0.449516,0.541296,0.079893,0.313099,0.140475,0.608921,0.011179,0.29103,0.756472,0.208437,'anhui barberry'
0.037955,0.687764,0.068781,0.256843,0.056908,0.005572,0.704918,0.756098,0.700935,0.549221,0.421535,0.49158,0.132276,0.34704,0.18013,0.596628,0.008973,0.29526,0.757807,0.19603,'anhui barberry'
0.042904,0.638665,0.058596,0.196484,0.069226,0.020238,0.713115,0.731707,0.700935,0.490157,0.43238,0.458736,0.179431,0.354515,0.21382,0.560393,0.008035,0.302561,0.755889,0.205955,'anhui barberry'
0.033543,0.721311,0.034066,0.218839,0.092481,0.01447,0.696721,0.695122,0.654206,0.690266,0.642393,0.710547,0.010698,0.107358,0,0.655946,0.037508,0.295436,0.753089,0.25062,'anhui barberry'
0.037221,0.658944,0.102002,0.202737,0.053981,0.023875,0.754098,0.804878,0.766355,0.481711,0.370455,0.397496,0.15411,0.36991,0.222121,0.661082,0.025127,0.249379,0.785091,0.153846,'anhui barberry'
0.039213,0.693252,0.115591,0.228939,0.034355,0.008312,0.754098,0.792683,0.747664,0.501925,0.398977,0.453221,0.134365,0.344724,0.180145,0.660769,0.008446,0.236775,0.807409,0.163772,'anhui barberry'
0.038457,0.666468,0.092006,0.213081,0.053382,0.017996,0.795082,0.817073,0.785047,0.392208,0.341852,0.358608,0.201831,0.398439,0.244491,0.659934,0.005233,0.225838,0.824142,0.138958,'anhui barberry'
0.036512,0.703757,0.067586,0.202405,0.067983,0.016447,0.696721,0.719512,0.682243,0.642399,0.533744,0.597459,0.054662,0.23171,0.09092,0.635843,0.018026,0.278521,0.754411,0.223325,'anhui barberry'
0.037497,0.697913,0.064523,0.210666,0.06669,0.014094,0.704918,0.768293,0.700935,0.561709,0.41687,0.502461,0.122117,0.345678,0.170673,0.613847,0.01199,0.277788,0.763032,0.19603,'anhui barberry'
0.038568,0.661744,0.097099,0.218495,0.050331,0.017545,0.688525,0.731707,0.682243,0.562742,0.443372,0.509777,0.134797,0.340493,0.178872,0.572448,0.010393,0.304938,0.743641,0.215881,'anhui barberry'
0.041401,0.645388,0.091076,0.225468,0.048472,0.014766,0.622951,0.658537,0.598131,0.769109,0.597903,0.719795,0.003744,0.200307,0.037863,0.599096,0.032797,0.332317,0.701219,0.28536,'anhui barberry'
0.040948,0.651364,0.091368,0.224003,0.04864,0.014605,0.622951,0.670732,0.607477,0.733143,0.569415,0.678612,0.035174,0.230656,0.072146,0.585501,0.028327,0.326182,0.694291,0.277916,'anhui barberry'
0.034659,0.724547,0.079854,0.215811,0.060427,0.012727,0.647541,0.682927,0.626168,0.709992,0.565013,0.666057,0.035889,0.224217,0.068905,0.598258,0.025607,0.321217,0.715002,0.263027,'anhui barberry'
0.040046,0.667742,0.081179,0.223314,0.053614,0.012976,0.680328,0.756098,0.682243,0.597425,0.425389,0.525806,0.110271,0.346007,0.163488,0.595348,0.01201,0.287467,0.749827,0.210918,'anhui barberry'
0.040223,0.674585,0.059448,0.236541,0.062193,0.008611,0.713115,0.743902,0.700935,0.638859,0.520955,0.597992,0.045792,0.230097,0.077468,0.672348,0.019884,0.249046,0.776145,0.210918,'anhui barberry'
0.058399,0.44585,0.062353,0.242921,0.065743,0.034145,0.778689,0.817073,0.785047,0.439874,0.352444,0.36129,0.172833,0.382591,0.240763,0.671855,0.018754,0.246746,0.789411,0.141439,'anhui barberry'
0.058534,0.451082,0.085293,0.24594,0.051149,0.031699,0.770492,0.817073,0.785047,0.457927,0.360441,0.376059,0.16206,0.372873,0.227897,0.675111,0.019509,0.246781,0.785064,0.143921,'anhui barberry'
0.051134,0.586849,0.043738,0.225642,0.06503,0.012325,0.811475,0.817073,0.775701,0.423599,0.40408,0.458019,0.156692,0.314576,0.150165,0.715442,0.008737,0.204236,0.835642,0.141439,'anhui barberry'
0.051134,0.584979,0.170678,0.289627,0,0,0.860656,0.878049,0.850467,0.299796,0.297735,0.286948,0.227335,0.402541,0.259184,0.759601,0.003381,0.161892,0.880456,0.094293,'anhui barberry'
0.063128,0.468342,0.077436,0.237751,0.046168,0.022144,0.909836,0.914634,0.897196,0.234811,0.275361,0.23268,0.240114,0.39394,0.267867,0.83426,0.003728,0.116248,0.921873,0.066998,'anhui barberry'
0.063052,0.446747,0.060654,0.248234,0.058266,0.026155,0.877049,0.890244,0.878505,0.323715,0.304514,0.292898,0.185449,0.371183,0.226274,0.83619,0.012775,0.129353,0.893179,0.079404,'anhui barberry'
0.049993,0.566249,0.095135,0.224066,0.04251,0.018926,0.893443,0.878049,0.878505,0.262331,0.320156,0.263448,0.232964,0.364306,0.257082,0.812154,0.004178,0.130585,0.905195,0.081886,'anhui barberry'
0.059063,0.498981,0.083891,0.242859,0.042224,0.018333,0.836066,0.841463,0.82243,0.369821,0.378563,0.361751,0.18319,0.327516,0.207303,0.746552,0.008289,0.180577,0.860925,0.119107,'anhui barberry'
0.055357,0.520964,0.091001,0.280551,0.035123,0.010246,0.909836,0.890244,0.897196,0.233327,0.311341,0.243415,0.242091,0.362154,0.259683,0.821346,0.004049,0.123515,0.916338,0.07196,'anhui barberry'
0.057482,0.516997,0.063825,0.23252,0.053543,0.018149,0.893443,0.890244,0.88785,0.24248,0.293436,0.245352,0.247542,0.390688,0.268505,0.809156,0.003928,0.128243,0.908557,0.076923,'anhui barberry'
0.053929,0.496055,0.09119,0.295722,0.039498,0.015477,0.877049,0.865854,0.859813,0.287936,0.341546,0.294246,0.221512,0.348189,0.240159,0.790744,0.007063,0.152634,0.887955,0.091811,'anhui barberry'
0.062377,0.496531,0.089885,0.218447,0.038668,0.019797,0.942623,0.939024,0.934579,0.148962,0.231211,0.158648,0.287505,0.425944,0.309761,0.887828,0.0017,0.072782,0.951997,0.044665,'anhui barberry'
0.018934,0.79223,0.095227,0.246777,0.091843,0.020474,0.467213,0.658537,0.485981,0.608133,0.365258,0.520695,0.260999,0.485616,0.307002,0.265984,0.043921,0.630904,0.396372,0.332506,'big fruited holly'
0.016655,0.817846,0.132774,0.246654,0.078371,0.019738,0.459016,0.621951,0.448598,0.737369,0.463981,0.667967,0.157204,0.392177,0.193466,0.352338,0.056568,0.574876,0.462162,0.364764,'big fruited holly'
0.018411,0.74351,0.117452,0.28035,0.082674,0.02274,0.459016,0.682927,0.476636,0.673212,0.379267,0.590164,0.211579,0.443322,0.240298,0.306633,0.05367,0.620104,0.422483,0.327543,'big fruited holly'
0.013918,0.896203,0.151861,0.219236,0.078281,0.017241,0.418033,0.609756,0.420561,0.675204,0.420114,0.599389,0.244774,0.450681,0.278849,0.26052,0.05755,0.653521,0.374112,0.382134,'big fruited holly'
0.01837,0.779348,0.130391,0.22476,0.080438,0.028417,0.368852,0.573171,0.364486,0.696905,0.43678,0.634181,0.276534,0.462288,0.294669,0.221984,0.046188,0.683193,0.35967,0.42928,'big fruited holly'
0.017072,0.833253,0.160206,0.227594,0.064097,0.020768,0.377049,0.5,0.345794,0.639272,0.490571,0.617545,0.331334,0.458503,0.334945,0.192749,0.072006,0.724437,0.294268,0.473945,'big fruited holly'
0.018317,0.841469,0.117193,0.245329,0.075679,0.013817,0.42623,0.658537,0.439252,0.718621,0.387776,0.627642,0.203318,0.463433,0.245736,0.308035,0.048384,0.580151,0.435427,0.354839,'big fruited holly'
0.013083,0.909463,0.160919,0.229579,0.075228,0.014034,0.262295,0.47561,0.252336,0.723395,0.467537,0.65956,0.381633,0.509711,0.384402,0.139798,0.055145,0.771919,0.264459,0.53598,'big fruited holly'
0.013258,0.854974,0.154236,0.213001,0.087499,0.025717,0.278689,0.5,0.280374,0.692112,0.443248,0.617285,0.418186,0.517482,0.410143,0.13181,0.046744,0.768068,0.271378,0.511166,'big fruited holly'
0.013108,0.814001,0.155609,0.182967,0.099591,0.03995,0.319672,0.634146,0.35514,0.666522,0.336146,0.559286,0.397387,0.548721,0.405218,0.159876,0.027094,0.698744,0.346756,0.404467,'big fruited holly'
0.015744,0.769045,0.122608,0.217805,0.10158,0.035908,0.311475,0.54878,0.317757,0.693508,0.427815,0.619561,0.351389,0.48616,0.354279,0.162158,0.067786,0.761543,0.27506,0.466501,'big fruited holly'
0.016334,0.701827,0.113383,0.250112,0.108432,0.040426,0.286885,0.670732,0.336449,0.676,0.294644,0.558239,0.448454,0.556597,0.415096,0.135855,0.047621,0.758188,0.270568,0.394541,'big fruited holly'
0.015152,0.711587,0.115487,0.255413,0.11149,0.039032,0.229508,0.560976,0.252336,0.660419,0.356461,0.568996,0.848538,0.58612,0.833248,0.077378,0.038044,0.808841,0.261514,0.491315,'big fruited holly'
0.015207,0.685817,0.115168,0.252245,0.116644,0.044925,0.196721,0.560976,0.233645,0.693229,0.353787,0.592848,0.864397,0.591366,0.815055,0.07664,0.049231,0.828903,0.224734,0.498759,'big fruited holly'
0.017955,0.81972,0.09718,0.199979,0.100807,0.027917,0.254098,0.536585,0.261682,0.694901,0.388742,0.609698,0.675848,0.579424,0.498185,0.117625,0.054547,0.76439,0.263275,0.498759,'big fruited holly'
0.013439,0.879482,0.150558,0.22579,0.082665,0.018855,0.098361,0.353659,0.102804,0.889677,0.555407,0.786045,0.471846,0.541389,0.463841,0.109549,0.035254,0.795724,0.351849,0.702233,'big fruited holly'
0.0165,0.847148,0.095289,0.270338,0.092234,0.010508,0.180328,0.390244,0.17757,0.911423,0.59819,0.830419,0.248822,0.407369,0.25535,0.185604,0.038556,0.74044,0.397323,0.627792,'big fruited holly'
0.016523,0.862666,0.105996,0.230637,0.090919,0.016322,0.254098,0.487805,0.280374,0.787832,0.47726,0.677151,0.30045,0.498165,0.332606,0.17388,0.028047,0.695269,0.45477,0.521092,'big fruited holly'
0.016573,0.865665,0.117407,0.25109,0.080004,0.011506,0.172131,0.463415,0.224299,0.845694,0.477492,0.699486,0.36956,0.530071,0.384895,0.145101,0.026786,0.724336,0.415205,0.578164,'big fruited holly'
0.017679,0.912977,0.058587,0.253968,0.104062,0.002623,0.07377,0.353659,0.102804,0.883676,0.541604,0.75667,0.857537,0.589079,0.860736,0.096691,0.029292,0.772546,0.375612,0.702233,'big fruited holly'
0.017368,0.879226,0.066803,0.244904,0.106415,0.009649,0,0.341463,0.037383,0.803177,0.475515,0.684433,0.993868,0.986953,1,0.024313,0.032545,0.856691,0.295157,0.751861,'big fruited holly'
0.016826,0.990818,0.071524,0.181861,0.10455,0.008728,0.008197,0.353659,0.046729,0.864962,0.489208,0.741913,0.963113,0.965578,0.956898,0.058546,0.038413,0.824284,0.307917,0.727047,'big fruited holly'
0.015264,0.95894,0.090537,0.233002,0.094525,0.003948,0.213115,0.390244,0.214953,0.897954,0.610678,0.803996,0.229524,0.395312,0.253648,0.199527,0.044672,0.721878,0.401064,0.602978,'big fruited holly'
0.018561,0.882064,0.050824,0.22836,0.114414,0.010928,0.139344,0.341463,0.149533,0.844777,0.569415,0.746289,0.51,0.543653,0.450727,0.110568,0.02986,0.772291,0.400873,0.677419,'big fruited holly'
0.019676,0.858045,0.050377,0.236967,0.110576,0.010964,0.106557,0.304878,0.11215,0.938403,0.636813,0.837041,0.343233,0.459569,0.343527,0.14244,0.037429,0.766683,0.377767,0.727047,'big fruited holly'
0.019371,0.851424,0.06344,0.244183,0.102275,0.010931,0.02459,0.219512,0.028037,0.892736,0.629183,0.795221,0.92783,0.964207,0.939523,0.071452,0.036386,0.821853,0.314924,0.851117,'big fruited holly'
0.019298,0.831742,0.111092,0.255222,0.074046,0.011786,0.122951,0.353659,0.140187,0.831426,0.541604,0.729072,0.819148,0.588417,0.749207,0.10359,0.041528,0.782521,0.364342,0.677419,'big fruited holly'
0.018854,0.821324,0.097112,0.245648,0.087151,0.016086,0.483607,0.646341,0.485981,0.6723,0.411768,0.589626,0.198624,0.44293,0.246092,0.338931,0.038806,0.55067,0.477702,0.334988,'big fruited holly'
0.017405,0.825405,0.130344,0.251799,0.074023,0.016344,0.459016,0.621951,0.448598,0.693173,0.441018,0.627449,0.196787,0.421477,0.234273,0.323334,0.056911,0.589366,0.446646,0.362283,'big fruited holly'
0.01494,0.867721,0.113885,0.254335,0.090057,0.012735,0.180328,0.463415,0.205607,0.894216,0.516957,0.777887,0.267029,0.446274,0.283068,0.17401,0.033189,0.734845,0.398715,0.578164,'big fruited holly'
0.01963,0.170133,0.096196,0.284913,0.318399,0.285881,0.565574,0.670732,0.560748,0.776021,0.537949,0.710488,0.03821,0.256487,0.062834,0.519985,0.267626,0.494562,0.532647,0.300248,'japanese cheesewood'
0.027685,0.201928,0.096694,0.31411,0.22076,0.213389,0.639344,0.731707,0.654206,0.675375,0.482921,0.584702,0.067378,0.276379,0.111338,0.575686,0.20801,0.434677,0.591842,0.233251,'japanese cheesewood'
0.031262,0.203804,0.08716,0.344293,0.202252,0.191919,0.581967,0.634146,0.579439,0.710157,0.568317,0.646551,0.078215,0.239517,0.102475,0.491822,0.247766,0.52735,0.505571,0.30273,'japanese cheesewood'
0.025786,0.144142,0.084782,0.324603,0.300981,0.288205,0.491803,0.585366,0.485981,0.838534,0.628086,0.787789,0.039984,0.204468,0.0422,0.471913,0.349906,0.552553,0.474344,0.372208,'japanese cheesewood'
0.030607,0.070143,0.090442,0.297761,0.406772,0.454416,0.52459,0.597561,0.53271,0.779614,0.613392,0.715358,0.062072,0.211749,0.072516,0.463484,0.367096,0.569121,0.465064,0.347395,'japanese cheesewood'
0.030496,0.222531,0.104492,0.31,0.185657,0.187351,0.57377,0.634146,0.560748,0.747829,0.590605,0.700437,0.055247,0.219337,0.07352,0.522267,0.241381,0.489456,0.538268,0.312655,'japanese cheesewood'
0.026015,0.18689,0.097021,0.298679,0.247346,0.239826,0.491803,0.560976,0.476636,0.785592,0.609928,0.730743,0.081966,0.254444,0.103704,0.419533,0.204058,0.58546,0.433563,0.387097,'japanese cheesewood'
0.022649,0.206212,0.069356,0.280299,0.2886,0.235529,0.42623,0.52439,0.429907,0.780843,0.595223,0.707248,0.130981,0.290483,0.150361,0.332342,0.347112,0.70634,0.308214,0.426799,'japanese cheesewood'
0.023465,0.154081,0.108457,0.302908,0.285885,0.289118,0.532787,0.658537,0.551402,0.753046,0.502803,0.660925,0.080166,0.307367,0.115657,0.461965,0.201491,0.541414,0.480717,0.307692,'japanese cheesewood'
0.026162,0.255123,0.097943,0.303448,0.193766,0.174583,0.54918,0.585366,0.53271,0.713715,0.609552,0.678734,0.102925,0.235584,0.11535,0.459895,0.054076,0.50672,0.536526,0.352357,'japanese cheesewood'
0.018992,0.031788,0.101006,0.331138,0.668899,0.694034,0.327869,0.609756,0.345794,0.923208,0.529511,0.858661,0.091661,0.300387,0.070525,0.327434,0.225166,0.694268,0.337839,0.431762,'japanese cheesewood'
0.030331,0.243586,0.099215,0.317273,0.175823,0.168223,0.57377,0.646341,0.570093,0.688025,0.530784,0.633989,0.106422,0.290229,0.13114,0.476507,0.157127,0.509551,0.507603,0.305211,'japanese cheesewood'
0.017718,0.183706,0.103881,0.30108,0.30705,0.267936,0.442623,0.573171,0.448598,0.743966,0.511511,0.666859,0.156272,0.371544,0.186403,0.328869,0.102289,0.633782,0.385826,0.389578,'japanese cheesewood'
0.030156,0.187529,0.10432,0.318639,0.21134,0.21982,0.565574,0.646341,0.570093,0.708455,0.537739,0.632007,0.095329,0.27704,0.131003,0.474795,0.138998,0.517975,0.506142,0.305211,'japanese cheesewood'
0.022174,0.098372,0.11207,0.320222,0.373081,0.394244,0.483607,0.682927,0.485981,0.83557,0.467419,0.757735,0.047542,0.336181,0.072694,0.448236,0.187137,0.54986,0.472912,0.322581,'japanese cheesewood'
0.023142,0.187399,0.095135,0.263301,0.279132,0.261332,0.42623,0.52439,0.429907,0.80112,0.597808,0.731837,0.112744,0.290434,0.131328,0.345053,0.218426,0.66772,0.351871,0.42928,'japanese cheesewood'
0.026318,0.109612,0.081809,0.31749,0.355997,0.352935,0.467213,0.536585,0.448598,0.815685,0.648286,0.787952,0.069958,0.212515,0.063209,0.408142,0.350682,0.618918,0.41002,0.414392,'japanese cheesewood'
0.0269,0.181547,0.085944,0.30315,0.256926,0.241719,0.442623,0.54878,0.439252,0.827806,0.605408,0.755434,0.080818,0.262179,0.101297,0.38594,0.224892,0.624539,0.400215,0.414392,'japanese cheesewood'
0.023773,0.228083,0.072901,0.269842,0.26078,0.21465,0.57377,0.658537,0.579439,0.737048,0.539832,0.659125,0.061312,0.257577,0.092417,0.507546,0.138909,0.490485,0.543641,0.295285,'japanese cheesewood'
0.030748,0.290668,0.098153,0.278193,0.158552,0.145946,0.581967,0.695122,0.588785,0.722583,0.489663,0.64137,0.070488,0.299673,0.109548,0.519067,0.109821,0.467617,0.559864,0.272953,'japanese cheesewood'
0.02329,0.171374,0.101127,0.301481,0.27604,0.266246,0.45082,0.573171,0.46729,0.748569,0.529405,0.667967,0.147536,0.344306,0.170902,0.348967,0.198151,0.646844,0.357966,0.384615,'japanese cheesewood'
0.018428,0.17785,0.107863,0.286532,0.306899,0.278749,0.491803,0.609756,0.495327,0.767918,0.535745,0.697818,0.096642,0.305169,0.122199,0.412051,0.134924,0.580237,0.446791,0.354839,'japanese cheesewood'
0.026482,0.111022,0.090834,0.306485,0.344385,0.35395,0.532787,0.585366,0.514019,0.732285,0.587217,0.693038,0.094442,0.25775,0.111259,0.438411,0.123773,0.551809,0.476118,0.354839,'japanese cheesewood'
0.02103,0.118366,0.078123,0.263908,0.413786,0.378164,0.467213,0.634146,0.476636,0.826727,0.512386,0.747989,0.066221,0.314878,0.089447,0.425157,0.203981,0.578891,0.44388,0.352357,'japanese cheesewood'
0.02771,0.139902,0.098458,0.32001,0.279422,0.290167,0.565574,0.658537,0.579439,0.719491,0.519985,0.639213,0.084938,0.2886,0.118215,0.487081,0.156199,0.509672,0.512684,0.295285,'japanese cheesewood'
0.023571,0.130912,0.092221,0.306153,0.333574,0.325397,0.377049,0.487805,0.345794,0.900439,0.658443,0.874302,0.066468,0.240856,0.060355,0.368119,0.149596,0.621773,0.404934,0.488834,'japanese cheesewood'
0.024168,0.260768,0.09824,0.276801,0.208147,0.184064,0.409836,0.54878,0.411215,0.802024,0.55957,0.736029,0.130726,0.327388,0.149338,0.336108,0.152758,0.653446,0.35942,0.426799,'japanese cheesewood'
0.025229,0.132038,0.097313,0.307043,0.312512,0.317129,0.467213,0.585366,0.457944,0.817319,0.565415,0.755322,0.07455,0.288778,0.09699,0.410042,0.206362,0.589939,0.427313,0.384615,'japanese cheesewood'
0.022864,0.11955,0.111617,0.282751,0.342121,0.360024,0.47541,0.682927,0.514019,0.844101,0.46966,0.720028,0.046764,0.325973,0.083829,0.449805,0.214408,0.559561,0.468296,0.317618,'japanese cheesewood'
0.027216,0.131728,0.096752,0.290535,0.304757,0.317393,0.540984,0.658537,0.560748,0.78773,0.547925,0.699664,0.046238,0.24209,0.068591,0.501286,0.190446,0.512933,0.522689,0.307692,'japanese cheesewood'
